the_geom,PlaceID,YearPlaceID,City,State,CityState,Year,AsOfDate,dockID,dockCt,stationCt_pct,stationCt_bin,dockNm,docklessCt,dockless_bin,docklessNm,scooterCt,scooter_bin,scooterNm,Type,Lat,Lon,Notes,fips,datedocklaunch,datedockclosed
POINT (-105.2705456 40.0149856),CO0040,2016CO0040,Boulder,CO,"Boulder, CO","2,016","201,612",11,43,0.89,1,Boulder B-cycle,0,,-,0,,-,Docked only,40.014986,-105.270546,,8013,05/2011,
POINT (-96.6988856 33.0198431),TX00204,2019TX00204,Plano,TX,"Plano, TX","2,019","201,912",,,,,-,0,,-,3,3,"Lime, Boaz Bikes, Razor",E-scooters only,33.019843,-96.698886,,48085,,
POINT (-93.6091064 41.6005448),IA0073,2018IA0073,Des Moines,IA,"Des Moines, IA","2,018","201,812",14,22,0.32,1,Des Moines B-cycle,0,,-,0,,-,Docked only,41.600545,-93.609106,,19153,09/2010,
POINT (-82.127778 33.5375),GA0068,2015GA0068,Evans,GA,"Evans, GA","2,015","201,512",45,1,0.03,1,Columbia County B-cycle,0,,-,0,,-,Docked only,33.5375,-82.127778,,13073,03/2014,
POINT (-79.93105120000001 32.7764749),SC00184,2019SC00184,Charleston,SC,"Charleston, SC","2,019","201,912",84,31,0.46,1,Holy Spokes,0,,-,0,,-,Docked only,32.776475,-79.931051,,45019,05/2017,
POINT (-122.4442906 47.2528768),WA00227,2019WA00227,Tacoma,WA,"Tacoma, WA","2,019","201,912",,,,,-,0,,-,1,1,Bird,E-scooters only,47.252877,-122.444291,,53053,,
POINT (-83.9207392 35.9606384),TN0092,2020TN0092,Knoxville,TN,"Knoxville, TN","2,020","202,006",,,,,-,0,,-,1,1,LINK,E-scooters only,35.960638,-83.920739,,47093,,
POINT (-80.291111 25.819722),FL0058,2015FL0058,Miami Springs,FL,"Miami Springs, FL","2,015","201,512",,,,,-,0,,-,0,,-,,25.819722,-80.291111,,12086,,
POINT (-77.0368707 38.9071923),DC0046,2020DC0046,Washington,DC,"Washington, DC","2,020","202,006",56,596,8.94,4,Capital Bikeshare,2,2,"Jump, Helbiz",4,4,"Jump, Lyft, Skip, Spin",All micro,38.907192,-77.036871,,11001,09/2010,
POINT (-71.233333 42.283333),MA00107,2018MA00107,Needham,MA,"Needham, MA","2,018","201,812",,,,,-,1,1,LimeBike,0,,-,Dockless only,42.283333,-71.233333,,25021,,
POINT (-94.5785667 39.0997265),MO00137,2020MO00137,Kansas City,MO,"Kansas City, MO","2,020","202,006",18,39,0.59,1,Kansas City B-cycle,0,,-,3,3,"RideKC Scooter, Bird, Spin (Pilot extended for one year beginning 05/2020)",Docked and e-scooters,39.099727,-94.578567,,29095,07/2012,
POINT (-97.5164276 35.4675602),OK00173,2017OK00173,Oklahoma City,OK,"Oklahoma City, OK","2,017","201,712",40,8,0.13,1,Spokies,0,,-,0,,-,Docked only,35.46756,-97.516428,,40109,05/2012,Jun-20
POINT (-77.1527578 39.0839973),MD00120,2018MD00120,Montgomery Co.,MD,"Montgomery Co., MD","2,018","201,812",,,,,-,0,,-,0,,-,,39.083997,-77.152758,,24031,,
POINT (-82.99879420000002 39.9611755),OH00166,2016OH00166,Columbus,OH,"Columbus, OH","2,016","201,612",58,46,0.95,1,COGO,0,,-,0,,-,Docked only,39.961176,-82.998794,,39049,07/2013,
POINT (-119.6981901 34.4208305),CA0030,2015CA0030,Santa Barbara,CA,"Santa Barbara, CA","2,015","201,512",,,,,-,0,,-,0,,-,,34.420831,-119.69819,,6083,,
POINT (-71.31433 42.638358),MA00237,2018MA00237,Lowell,MA,"Lowell, MA","2,018","201,812",,,,,-,0,,-,0,,-,,42.638358,-71.31433,,25017,,
POINT (-80.1917902 25.7616798),FL0055,2018FL0055,Miami,FL,"Miami, FL","2,018","201,812",5,153,2.21,2,Citi Bike Miami,1,1,Spin,2,2,"Bird, Lime",All micro,25.76168,-80.19179,,12086,03/2011,
POINT (-117.117222 32.578333),CA0017,2020CA0017,Imperial Beach,CA,"Imperial Beach, CA","2,020","202,006",,,,,-,0,,-,0,,-,,32.578333,-117.117222,,6073,,
POINT (-111.4025 42.190833000000005),ID0074,2016ID0074,Bloomington,ID,"Bloomington, ID","2,016","201,612",,,,,-,0,,-,0,,-,,42.190833,-111.4025,,16007,,
POINT (-80.1392121 25.9564812),FL0047,2020FL0047,Aventura,FL,"Aventura, FL","2,020","202,006",85,6,0.09,1,Aventura,0,,-,0,,-,Docked only,25.956481,-80.139212,,12086,09/2016,
POINT (-87.6297982 41.8781136),IL0079,2019IL0079,Chicago,IL,"Chicago, IL","2,019","201,912",60,608,9.02,4,Divvy,1,1,HOPR (Forest Preserves of Cook County),10,4,"Bird, Bolt, Jump, Lime, Lyft, grüv, Sherpa, Wheels, Veoride, Spin (4 month pilot)",All micro,41.878114,-87.629798,,17031,06/2013,
POINT (-71.17916700000002 42.395833),MA0097,2016MA0097,Belmont,MA,"Belmont, MA","2,016","201,612",,,,,-,0,,-,0,,-,,42.395833,-71.179167,,25017,,
POINT (-88.9936873 40.4842027),IL0078,2019IL0078,Bloomington,IL,"Bloomington, IL","2,019","201,912",100,12,0.18,1,Normal (Bikeshare 309),0,,-,0,,-,Docked only,40.484203,-88.993687,,17113,03/2017,Jun-20
POINT (-77.312778 39.183611000000006),MD00118,2016MD00118,Boyds,MD,"Boyds, MD","2,016","201,612",,,,,-,0,,-,0,,-,,39.183611,-77.312778,,24031,,
POINT (-77.1527578 39.0839973),MD00120,2017MD00120,Montgomery Co.,MD,"Montgomery Co., MD","2,017","201,712",,,,,-,0,,-,0,,-,,39.083997,-77.152758,,24031,,
POINT (-84.3879824 33.7489954),GA0066,2019GA0066,Atlanta,GA,"Atlanta, GA","2,019","201,912",77,113,1.68,2,Relay Bike Share,1,1,Jump,4,4,"Jump, Bird, Lime, Lyft",All micro,33.748995,-84.387982,,13121,06/2016,
POINT (-79.9958864 40.4406248),PA00182,2016PA00182,Pittsburgh,PA,"Pittsburgh, PA","2,016","201,612",29,50,1.03,2,Healthy Ride,0,,-,0,,-,Docked only,40.440625,-79.995886,,42003,05/2001,
POINT (-80.3553302 25.8195424),FL0049,2015FL0049,Doral,FL,"Doral, FL","2,015","201,512",,,,,-,0,,-,0,,-,,25.819542,-80.35533,,12086,,
POINT (-89.0939952 42.2711311),IL0081,2019IL0081,Rockford,IL,"Rockford, IL","2,019","201,912",,,,,-,0,,-,0,,-,,42.271131,-89.093995,,17201,,
POINT (-71.066163 42.4250964),MA00102,2019MA00102,Malden,MA,"Malden, MA","2,019","201,912",,,,,-,0,,-,1,1,Lime,E-scooters only,42.425096,-71.066163,,25017,,
POINT (-118.542586 34.3916641),CA0031,2015CA0031,Santa Clarita,CA,"Santa Clarita, CA","2,015","201,512",,,,,-,0,,-,0,,-,,34.391664,-118.542586,,6037,,
POINT (-104.8319195 39.7294319),CO0039,2019CO0039,Aurora,CO,"Aurora, CO","2,019","201,912",,,,,-,0,,-,0,,-,,39.729432,-104.831919,,8005,,
POINT (-104.99025100000001 39.7392358),CO0042,2017CO0042,Denver,CO,"Denver, CO","2,017","201,712",7,87,1.43,2,Denver B-cycle,0,,-,0,,-,Docked only,39.739236,-104.990251,,8031,04/2010,Jan-20
POINT (-122.363611 37.583333),CA0014,2016CA0014,Burlingame,CA,"Burlingame, CA","2,016","201,612",,,,,-,0,,-,0,,-,,37.583333,-122.363611,,6081,,
POINT (-92.085256 46.706881),WI00230,2016WI00230,Superior,WI,"Superior, WI","2,016","201,612",,,,,-,0,,-,0,,-,,46.706881,-92.085256,,55031,,
POINT (-88.32007150000001 41.7605849),IL0077,2015IL0077,Aurora,IL,"Aurora, IL","2,015","201,512",,,,,-,0,,-,0,,-,,41.760585,-88.320071,,17089,,
POINT (-76.5 42.443333),NY00158,2020NY00158,Ithaca,NY,"Ithaca, NY","2,020","202,006",,,,,-,0,,-,0,,-,,42.443333,-76.5,,36109,,
POINT (-82.3940104 34.85261760000001),SC00185,2020SC00185,Greenville,SC,"Greenville, SC","2,020","202,006",,,,,-,0,,-,0,,-,,34.852618,-82.39401,,45045,,
POINT (-91.675047 41.969648),IA00234,2017IA00234,Cedar Rapids,IA,"Cedar, Rapids, IA","2,017","201,712",,,,,-,0,,-,0,,-,,41.969648,-91.675047,,19113,,
POINT (-104.816082 38.835779),CO00232,2019CO00232,Colorado Springs,CO,"Colorado Springs, CO","2,019","201,912",,,,,-,1,1,PikeRide,0,,-,Dockless only,38.835779,-104.816082,,8041,,
POINT (-117.117222 32.578333),CA0017,2015CA0017,Imperial Beach,CA,"Imperial Beach, CA","2,015","201,512",,,,,-,0,,-,0,,-,,32.578333,-117.117222,,6073,,
POINT (-93.0899578 44.9537029),MN00133,2017MN00133,St. Paul,MN,"St. Paul, MN","2,017","201,712",,,,,-,0,,-,0,,-,,44.953703,-93.089958,,27123,,
POINT (-106.837002 39.194951),CO0038,2019CO0038,Aspen,CO,"Aspen, CO","2,019","201,912",27,43,0.64,1,WE-cycle,0,,-,0,,-,Docked only,39.194951,-106.837002,,8097,06/2013,
POINT (-82.99879420000002 39.9611755),OH00166,2015OH00166,Columbus,OH,"Columbus, OH","2,015","201,512",58,30,0.89,1,COGO,0,,-,0,,-,Docked only,39.961176,-82.998794,,39049,07/2013,
POINT (-95.243377 38.968396),KS00244,2019KS00244,Lawrence,KS,"Lawrence, KS","2,019","201,912",,,,,-,1,1,Veoride (limited to designated parking zones),0,,-,Dockless only,38.968396,-95.243377,,20045,,
POINT (-81.6943605 41.49932),OH00165,2017OH00165,Cleveland,OH,"Cleveland, OH","2,017","201,712",71,5,0.08,1,Zagstar Cleveland,0,,-,0,,-,Docked only,41.49932,-81.694361,,39035,10/2013,2018
POINT (-73.8987469 40.9312099),NY00163,2018NY00163,Yonkers,NY,"Yonkers, NY","2,018","201,812",,,,,-,1,1,LimeBike,0,,-,Dockless only,40.93121,-73.898747,,36119,,
POINT (-111.9738304 41.223),UT00209,2016UT00209,Ogden,UT,"Ogden, UT","2,016","201,612",,,,,-,0,,-,0,,-,,41.223,-111.97383,,49057,,
POINT (-71.0119948 42.4084302),MA00110,2017MA00110,Revere,MA,"Revere, MA","2,017","201,712",,,,,-,1,1,Ofo,0,,-,Dockless only,42.40843,-71.011995,,25025,,
POINT (-74.477318 40.796562),NJ00151,2015NJ00151,Morristown,NJ,"Morristown, NJ","2,015","201,512",,,,,-,0,,-,0,,-,,40.796562,-74.477318,,34027,,
POINT (-110.926479 32.2217429),AZ009,2020AZ009,Tucson,AZ,"Tucson, AZ","2,020","202,006",110,42,0.63,1,tugo,0,,-,1,1,Razor (Pilot),Docked and e-scooters,32.221743,-110.926479,,4019,11/2017,
POINT (-114.306389 43.515),ID0076,2019ID0076,Hailey,ID,"Hailey, ID","2,019","201,912",,,,,,0,,-,0,,-,,43.515,-114.306389,,16013,,
POINT (-97.4394777 35.2225668),OK00172,2017OK00172,Norman,OK,"Norman, OK","2,017","201,712",,,,,-,0,,-,0,,-,,35.222567,-97.439478,,40027,,
POINT (-73.212072 44.4758825),VT00223,2020VT00223,Burlington,VT,"Burlington, VT","2,020","202,006",114,16,0.24,1,Greenride,0,,-,1,1,Gotcha,Docked and e-scooters,44.475882,-73.212072,,50007,04/2018,
POINT (-122.41941550000001 37.7749295),CA0026,2017CA0026,San Francisco,CA,"San Francisco, CA","2,017","201,712",42,300,4.92,3,Bay Area BikeShare (became Ford GoBike 06/28/2017 then became Bay Wheels 06/2019),2,2,"LimeBike, Spin",0,,-,All bikes,37.774929,-122.419415,,6075,08/2013,
POINT (-71.121667 42.331667),MA0099,2018MA0099,Brookline,MA,"Brookline, MA","2,018","201,812",,,,,-,0,,-,0,,-,,42.331667,-71.121667,,25021,,
POINT (-86.5861037 34.7303688),AL002,2018AL002,Huntsville,AL,"Huntsville, AL","2,018","201,812",88,11,0.16,1,"Huntsville (became PACE, hybrid dockless, in 2018)",0,,-,0,,-,Docked only,34.730369,-86.586104,,1089,03/2017,Jun-20
POINT (-77.4360481 37.5407246),VA00220,2017VA00220,Richmond,VA,"Richmond, VA","2,017","201,712",136,17,0.28,1,RVA Bike Share,0,,-,0,,-,Docked only,37.540725,-77.436048,,51760,08/2017,
POINT (-111.9260519 33.4941704),AZ007,2018AZ007,Scottsdale,AZ,"Scottsdale, AZ","2,018","201,812",,,,,-,2,2,"LimeBike, Spin",2,2,"Bird, Lime",Dockless and e-scooters,33.49417,-111.926052,,4013,,
POINT (-74.201529 40.432114),NJ00150,2018NJ00150,Keyport,NJ,"Keyport, NJ","2,018","201,812",,,,,-,0,,-,1,1,Lime,E-scooters only,40.432114,-74.201529,,34025,,
POINT (-97.4394777 35.2225668),OK00172,2015OK00172,Norman,OK,"Norman, OK","2,015","201,512",,,,,-,0,,-,0,,-,,35.222567,-97.439478,,40027,,
POINT (-74.4073736 40.6337136),NJ00152,2016NJ00152,Plainfield,NJ,"Plainfield, NJ","2,016","201,612",,,,,-,0,,-,0,,-,,40.633714,-74.407374,,34039,,
POINT (-81.02507840000001 34.9248667),SC00186,2020SC00186,Rock Hill,SC,"Rock Hill, SC","2,020","202,006",127,3,0.05,1,Comporium,0,,-,0,,-,Docked only,34.924867,-81.025078,,45091,04/2018,
POINT (-92.1735164 38.57670170000001),MO00136,2019MO00136,Jefferson City,MO,"Jefferson City, MO","2,019","201,912",,,,,-,0,,-,0,,-,,38.576702,-92.173516,,29051,,
POINT (-105.2705456 40.0149856),CO0040,2020CO0040,Boulder,CO,"Boulder, CO","2,020","202,006",11,49,0.74,1,Boulder B-cycle,0,,-,0,,-,Docked only,40.014986,-105.270546,,8013,05/2011,
POINT (-114.306389 43.515),ID0076,2018ID0076,Hailey,ID,"Hailey, ID","2,018","201,812",35,52,0.75,1,MR Bike Share,0,,-,0,,-,Docked only,43.515,-114.306389,,16013,05/2013,Jun-19
POINT (-123.0867536 44.0520691),OR00177,2016OR00177,Eugene,OR,"Eugene, OR","2,016","201,612",,,,,-,0,,-,0,,-,,44.052069,-123.086754,,41039,,
POINT (-122.0307963 36.9741171),CA0032,2019CA0032,Santa Cruz,CA,"Santa Cruz, CA","2,019","201,912",,,,,-,1,1,Jump,0,,-,Dockless only,36.974117,-122.030796,,6087,,
POINT (-112.0740373 33.4483771),AZ006,2015AZ006,Phoenix,AZ,"Phoenix, AZ","2,015","201,512",37,62,1.84,2,Grid,0,,-,0,,-,Docked only,33.448377,-112.074037,,4013,11/2014,
POINT (-80.1917902 25.7616798),FL0055,2020FL0055,Miami,FL,"Miami, FL","2,020","202,006",5,157,2.36,2,Citi Bike Miami,1,1,Jump,0,,-,All bikes,25.76168,-80.19179,,12086,03/2011,
POINT (-112.0010501 40.6916132),UT00212,2020UT00212,West Valley City,UT,"West Valley City, UT","2,020","202,006",,,,,-,0,,-,0,,-,,40.691613,-112.00105,,49035,,
POINT (-71.0119948 42.4084302),MA00110,2020MA00110,Revere,MA,"Revere, MA","2,020","202,006",,,,,-,0,,-,0,,-,,42.40843,-71.011995,,25025,,
POINT (-98.4936282 29.4241219),TX00205,2018TX00205,San Antonio,TX,"San Antonio, TX","2,018","201,812",22,64,0.93,1,San Antonio B-cycle,0,,-,3,3,"Bird, Lime, Razor",Docked and e-scooters,29.424122,-98.493628,,48029,03/2011,
POINT (-80.291111 25.819722),FL0058,2017FL0058,Miami Springs,FL,"Miami Springs, FL","2,017","201,712",,,,,-,0,,-,0,,-,,25.819722,-80.291111,,12086,,
POINT (-80.0533746 26.7153424),FL0065,2016FL0065,West Palm Beach,FL,"West Palm Beach, FL","2,016","201,612",31,14,0.29,1,Sky Bike WPB,0,,-,0,,-,Docked only,26.715342,-80.053375,,12099,06/2015,Dec-19
POINT (-75.977985 36.8529263),VA00222,2015VA00222,Virginia Beach,VA,"Virginia Beach, VA","2,015","201,512",,,,,-,0,,-,0,,-,,36.852926,-75.977985,,51810,,
POINT (-76.6121893 39.2903848),MD00117,2018MD00117,Baltimore,MD,"Baltimore, MD","2,018","201,812",,,,,-,0,,-,2,2,"Bird, Lime",E-scooters only,39.290385,-76.612189,,24510,,
POINT (-123.0867536 44.0520691),OR00177,2018OR00177,Eugene,OR,"Eugene, OR","2,018","201,812",112,39,0.56,1,"Eugene (JUMP, operator of Eugene bikeshare, acquired by LIME 06/2020)",0,,-,0,,-,Docked only,44.052069,-123.086754,,41039,04/2018,
POINT (-71.2092214 42.3370413),MA00108,2017MA00108,Newton,MA,"Newton, MA","2,017","201,712",,,,,-,0,,-,0,,-,,42.337041,-71.209221,,25017,,
POINT (-84.5120196 39.1031182),OH00164,2017OH00164,Cincinnati,OH,"Cincinnati, OH","2,017","201,712",57,57,0.94,1,Cincy RedBike Bike,0,,-,0,,-,Docked only,39.103118,-84.51202,,39061,09/2014,
POINT (-95.503889 30.1775),TX00206,2018TX00206,The Woodlands,TX,"The Woodlands, TX","2,018","201,812",,,,,-,0,,-,0,,-,,30.1775,-95.503889,,48339,,
POINT (-71.17916700000002 42.395833),MA0097,2020MA0097,Belmont,MA,"Belmont, MA","2,020","202,006",,,,,-,0,,-,0,,-,,42.395833,-71.179167,,25017,,
POINT (-87.6297982 41.8781136),IL0079,2015IL0079,Chicago,IL,"Chicago, IL","2,015","201,512",60,469,13.95,4,Divvy,0,,-,0,,-,Docked only,41.878114,-87.629798,,17031,06/2013,
POINT (-122.27111370000002 37.8043637),CA0023,2015CA0023,Oakland,CA,"Oakland, CA","2,015","201,512",,,,,-,0,,-,0,,-,,37.804364,-122.271114,,6001,,
POINT (-104.816082 38.835779),CO00232,2020CO00232,Colorado Springs,CO,"Colorado Springs, CO","2,020","202,006",,,,,-,1,1,PikeRide,0,,-,Dockless only,38.835779,-104.816082,,8041,,
POINT (-118.3951 37.3635),CA0013,2019CA0013,Bishop,CA,"Bishop, CA","2,019","201,912",,,,,-,0,,-,0,,-,,37.3635,-118.3951,,6027,,
POINT (-90.0489801 35.1495343),TN00191,2020TN00191,Memphis,TN,"Memphis, TN","2,020","202,006",118,80,1.2,2,Explore,0,,-,1,1,Bird,Docked and e-scooters,35.149534,-90.04898,,47157,05/2018,
POINT (-123.26204350000002 44.5645659),OR00176,2016OR00176,Corvallis,OR,"Corvallis, OR","2,016","201,612",94,8,0.17,1,Corvallis,0,,-,0,,-,Docked only,44.564566,-123.262044,,41003,06/2016,Jun-20
POINT (-122.67648159999999 45.5230622),OR00179,2018OR00179,Portland,OR,"Portland, OR","2,018","201,812",74,145,2.1,2,BikeTown Portland,0,,-,1,1,Spin,Docked and e-scooters,45.523062,-122.676482,,41051,07/2016,
POINT (-84.28073290000002 30.438255900000005),FL0063,2015FL0063,Tallahassee,FL,"Tallahassee, FL","2,015","201,512",,,,,-,0,,-,0,,-,,30.438256,-84.280733,,12073,,
POINT (-85.137865 41.091326),IN00233,2018IN00233,Fort Wayne,IN,"Fort Wayne, IN","2,018","201,812",,,,,-,0,,-,0,,-,,41.091326,-85.137865,,18003,,
POINT (-83.17631450000002 42.3222599),MI00127,2015MI00127,Dearborn,MI,"Dearborn, MI","2,015","201,512",,,,,-,0,,-,0,,-,,42.32226,-83.176315,,26163,,
POINT (-75.977985 36.8529263),VA00222,2017VA00222,Virginia Beach,VA,"Virginia Beach, VA","2,017","201,712",,,,,-,0,,-,0,,-,,36.852926,-75.977985,,51810,,
POINT (-76.9275 38.996667),MD00119,2020MD00119,College Park,MD,"College Park, MD","2,020","202,006",,,,,-,1,1,Veoride,0,,-,Dockless only,38.996667,-76.9275,,24033,,
POINT (-77.4360481 37.5407246),VA00220,2019VA00220,Richmond,VA,"Richmond, VA","2,019","201,912",136,17,0.25,1,RVA Bike Share,0,,-,2,2,"Bolt, Bird",Docked and e-scooters,37.540725,-77.436048,,51760,08/2017,
POINT (-84.28073290000002 30.438255900000005),FL0063,2016FL0063,Tallahassee,FL,"Tallahassee, FL","2,016","201,612",,,,,-,0,,-,0,,-,,30.438256,-84.280733,,12073,,
POINT (-117.117222 32.578333),CA0017,2018CA0017,Imperial Beach,CA,"Imperial Beach, CA","2,018","201,812",,,,,-,1,1,LimeBike,0,,-,Dockless only,32.578333,-117.117222,,6073,,
POINT (-96.7898034 46.8771863),ND00144,2019ND00144,Fargo,ND,"Fargo, ND","2,019","201,912",51,11,0.16,1,Great Rides,0,,-,0,,-,Docked only,46.877186,-96.789803,,38017,03/2015,
POINT (-73.7562317 42.6525793),NY00156,2018NY00156,Albany,NY,"Albany, NY","2,018","201,812",113,76,1.1,2,CDPHP,0,,-,0,,-,Docked only,42.652579,-73.756232,,36001,07/2017,
POINT (-82.4571776 27.950575),FL0064,2016FL0064,Tampa,FL,"Tampa, FL","2,016","201,612",33,61,1.26,2,Coast Bike Share,0,,-,0,,-,Docked only,27.950575,-82.457178,,12057,12/2014,
POINT (-105.08665040000001 39.9205411),CO0041,2020CO0041,Broomfield,CO,"Broomfield, CO","2,020","202,006",,,,,-,0,,-,0,,-,,39.920541,-105.08665,,8014,,
POINT (-76.609444 39.393056),MD00124,2016MD00124,Towson,MD,"Towson, MD","2,016","201,612",,,,,-,0,,-,0,,-,,39.393056,-76.609444,,24005,,
POINT (-79.3950228 36.5859718),VA00217,2015VA00217,Danville,VA,"Danville, VA","2,015","201,512",,,,,-,0,,-,0,,-,,36.585972,-79.395023,,51590,,
POINT (-86.80249 33.5206608),AL001,2015AL001,Birmingham,AL,"Birmingham, AL","2,015","201,512",63,32,0.95,1,Zyp BikeShare,0,,-,0,,-,Docked only,33.520661,-86.80249,,1073,10/2015,Dec-19
POINT (-88.9936873 40.4842027),IL0078,2016IL0078,Bloomington,IL,"Bloomington, IL","2,016","201,612",,,,,-,0,,-,0,,-,,40.484203,-88.993687,,17113,,
POINT (-89.4012302 43.0730517),WI00228,2016WI00228,Madison,WI,"Madison, WI","2,016","201,612",20,40,0.83,1,Madison B-cycle,0,,-,0,,-,Docked only,43.073052,-89.40123,,55025,06/2011,
POINT (-85.9766671 41.6819935),IN0084,2015IN0084,Elkhart,IN,"Elkhart, IN","2,015","201,512",,,,,-,0,,-,0,,-,,41.681993,-85.976667,,18039,,
POINT (-71.183333 42.370833),MA00113,2016MA00113,Watertown,MA,"Watertown, MA","2,016","201,612",,,,,-,0,,-,0,,-,,42.370833,-71.183333,,25017,,
POINT (-118.399444 34.073056),CA0012,2020CA0012,Beverly Hills,CA,"Beverly Hills, CA","2,020","202,006",81,10,0.15,1,Beverly Hills Bikeshare,0,,-,1,1,Bird,Docked and e-scooters,34.073056,-118.399444,,6037,05/2016,
POINT (-71.0119948 42.4084302),MA00110,2015MA00110,Revere,MA,"Revere, MA","2,015","201,512",,,,,-,0,,-,0,,-,,42.40843,-71.011995,,25025,,
POINT (-71.4128343 41.8239891),RI00183,2020RI00183,Providence,RI,"Providence, RI","2,020","202,006",,,,,-,1,1,Jump,2,2,"Veoride, Spin",Dockless and e-scooters,41.823989,-71.412834,,44007,,
POINT (-118.0019482 34.1442616),CA0020,2016CA0020,Monrovia,CA,"Monrovia, CA","2,016","201,612",,,,,-,0,,-,0,,-,,34.144262,-118.001948,,6037,,
POINT (-70.983333 42.375),MA00114,2019MA00114,Winthrop,MA,"Winthrop, MA","2,019","201,912",,,,,-,0,,-,1,1,Lime,E-scooters only,42.375,-70.983333,,25025,,
POINT (-118.370969 34.087981),CA0037,2015CA0037,West Hollywood,CA,"West Hollywood, CA","2,015","201,512",,,,,-,0,,-,0,,-,,34.087981,-118.370969,,6037,,
POINT (-80.0533746 26.7153424),FL0065,2015FL0065,West Palm Beach,FL,"West Palm Beach, FL","2,015","201,512",31,13,0.39,1,Sky Bike WPB,0,,-,0,,-,Docked only,26.715342,-80.053375,,12099,06/2015,Dec-19
POINT (-112.0740373 33.4483771),AZ006,2020AZ006,Phoenix,AZ,"Phoenix, AZ","2,020","202,006",37,96,1.44,2,Grid,0,,-,0,,-,Docked only,33.448377,-112.074037,,4013,11/2014,
POINT (-86.80249 33.5206608),AL001,2016AL001,Birmingham,AL,"Birmingham, AL","2,016","201,612",63,39,0.8,1,Zyp BikeShare,0,,-,0,,-,Docked only,33.520661,-86.80249,,1073,10/2015,Dec-19
POINT (-118.19373950000002 33.7700504),CA0018,2018CA0018,Long Beach,CA,"Long Beach, CA","2,018","201,812",72,68,0.98,1,"Long Beach, CA Bikeshare",0,,-,4,4,"Bird, Lime, Spin, Razor",Docked and e-scooters,33.77005,-118.19374,,6037,03/2016,
POINT (-72.611195 42.196147),MA00249,2016MA00249,"Springfield, MA Metropolitan Area",MA,"Springfield, MA Metropolitan Area","2,016","201,512",,,,,-,0,,-,0,,-,,42.196147,-72.611195,,25013,,
POINT (-83.7430378 42.2808256),MI00125,2015MI00125,Ann Arbor,MI,"Ann Arbor, MI","2,015","201,512",4,14,0.42,1,arborbike,0,,-,0,,-,Docked only,42.280826,-83.743038,,26161,09/2014,2020
POINT (-83.7430378 42.2808256),MI00125,2019MI00125,Ann Arbor,MI,"Ann Arbor, MI","2,019","201,912",4,13,0.19,1,arborbike,0,,-,1,1,Spin,Docked and e-scooters,42.280826,-83.743038,,26161,09/2014,2020
POINT (-116.39266000000002 43.60849),ID00253,2020ID00253,Meridian,ID,"Meridian, ID","2,020","202,006",,,,,-,0,,-,0,,-,,43.60849,-116.39266,,16001,,
POINT (-80.153544 25.845572),FL0059,2018FL0059,North Bay Village,FL,"North Bay Village, FL","2,018","201,812",,,,,-,1,1,LimeBike,1,1,Lime,Dockless and e-scooters,25.845572,-80.153544,,12086,,
POINT (-75.977985 36.8529263),VA00222,2018VA00222,Virginia Beach,VA,"Virginia Beach, VA","2,018","201,812",,,,,-,0,,-,1,1,Spin,E-scooters only,36.852926,-75.977985,,51810,,
POINT (-80.8431267 35.2270869),NC00139,2015NC00139,Charlotte,NC,"Charlotte, NC","2,015","201,512",13,24,0.71,1,Charlotte B-cycle,0,,-,0,,-,Docked only,35.227087,-80.843127,,37119,07/2012,
POINT (-93.6091064 41.6005448),IA0073,2019IA0073,Des Moines,IA,"Des Moines, IA","2,019","201,912",14,22,0.33,1,Des Moines B-cycle,0,,-,0,,-,Docked only,41.600545,-93.609106,,19153,09/2010,
POINT (-81.02507840000001 34.9248667),SC00186,2017SC00186,Rock Hill,SC,"Rock Hill, SC","2,017","201,712",,,,,-,0,,-,0,,-,,34.924867,-81.025078,,45091,,
POINT (-118.24368490000002 34.0522342),CA0019,2019CA0019,Los Angeles,CA,"Los Angeles, CA","2,019","201,912",73,127,1.88,2,Metro Bike Share Los Angeles,2,2,"LimeBike, Jump",10,4,"Jump, Lime, Wheels, Bolt, Sherpa, Clevr, Bird, CLOUD, Lyft, Spin",All micro,34.052234,-118.243685,,6037,07/2016,
