the_geom,PlaceID,YearPlaceID,City,State,CityState,Year,AsOfDate,dockID,dockCt,stationCt_pct,stationCt_bin,dockNm,docklessCt,dockless_bin,docklessNm,scooterCt,scooter_bin,scooterNm,Type,Lat,Lon,Notes,fips,datedocklaunch,datedockclosed
POINT (-118.370969 34.087981),CA0037,2018CA0037,West Hollywood,CA,"West Hollywood, CA","2,018","201,812",80,23,0.33,1,WeHo Pedals,0,,-,0,,-,Docked only,34.087981,-118.370969,,6037,08/2016,Aug-19
POINT (-117.117222 32.578333),CA0017,2017CA0017,Imperial Beach,CA,"Imperial Beach, CA","2,017","201,712",,,,,-,1,1,LimeBike,0,,-,Dockless only,32.578333,-117.117222,,6073,,
POINT (-76.4921829 38.9784453),MD00116,2016MD00116,Annapolis,MD,"Annapolis, MD","2,016","201,612",,,,,-,0,,-,0,,-,,38.978445,-76.492183,,24003,,
POINT (-76.86104 39.20371),MD00124,2020MD00124,"Columbia and Ellicot City, MD",MD,"Columbia and Ellicot City, MD","2,020","202,006",141,9,0.14,1,Howard County Bikeshare,0,,-,0,,-,Docked only,39.20371,-76.86104,,24005,07/2017,
POINT (-80.244216 36.0998596),NC00143,2019NC00143,Winston-Salem,NC,"Winston-Salem, NC","2,019","201,912",105,12,0.18,1,Winston-Salem,1,1,Zagster,3,3,"Veoride, Zagster, Spin",All micro,36.09986,-80.244216,,37067,05/2017,Jun-20
POINT (-83.17631450000002 42.3222599),MI00127,2018MI00127,Dearborn,MI,"Dearborn, MI","2,018","201,812",103,14,0.2,1,Dearborn,0,,-,0,,-,Docked only,42.32226,-83.176315,,26163,06/2017,Jun-20
POINT (-77.6109219 43.16103),NY00161,2018NY00161,Rochester,NY,"Rochester, NY","2,018","201,812",,,,,-,1,1,Pace,0,,-,Dockless only,43.16103,-77.610922,,36055,,
POINT (-80.325 25.911667),FL0056,2015FL0056,Miami Lakes,FL,"Miami Lakes, FL","2,015","201,512",,,,,-,0,,-,0,,-,,25.911667,-80.325,,12086,,
POINT (-71.0536625 42.40843),MA00101,2016MA00101,Everett,MA,"Everett, MA","2,016","201,612",,,,,-,0,,-,0,,-,,42.40843,-71.053663,,25017,,
POINT (-92.2895948 34.7464809),AR003,2020AR003,Little Rock,AR,"Little Rock, AR","2,020","202,006",,,,,-,0,,-,0,,-,,34.746481,-92.289595,,5119,,
POINT (-122.0307963 36.9741171),CA0032,2015CA0032,Santa Cruz,CA,"Santa Cruz, CA","2,015","201,512",,,,,-,0,,-,0,,-,,36.974117,-122.030796,,6087,,
POINT (-115.13982960000001 36.1699412),NV00154,2018NV00154,Las Vegas,NV,"Las Vegas, NV","2,018","201,812",78,21,0.3,1,RTC Bikeshare,0,,-,0,,-,Docked only,36.169941,-115.13983,,32003,10/2016,
POINT (-101.8551665 33.5778631),TX00202,2020TX00202,Lubbock,TX,"Lubbock, TX","2,020","202,006",,,,,-,0,,-,0,,-,,33.577863,-101.855166,,48303,,
POINT (-118.3964665 34.0211224),CA0015,2016CA0015,Culver City,CA,"Culver City, CA","2,016","201,612",,,,,-,0,,-,0,,-,,34.021122,-118.396467,,6037,,
POINT (-73.212072 44.4758825),VT00223,2015VT00223,Burlington,VT,"Burlington, VT","2,015","201,512",,,,,-,0,,-,0,,-,,44.475882,-73.212072,,50007,,
POINT (-93.6091064 41.6005448),IA0073,2017IA0073,Des Moines,IA,"Des Moines, IA","2,017","201,712",14,21,0.34,1,Des Moines B-cycle,0,,-,0,,-,Docked only,41.600545,-93.609106,,19153,09/2010,
POINT (-83.1140771 40.0992294),OH00168,2016OH00168,Dublin,OH,"Dublin, OH","2,016","201,612",,,,,-,0,,-,0,,-,,40.099229,-83.114077,,39049,,
POINT (-110.769167 43.475278),WY00231,2016WY00231,Jackson,WY,"Jackson, WY","2,016","201,612",,,,,-,0,,-,0,,-,,43.475278,-110.769167,,56039,,
POINT (-117.1610838 32.715738),CA0025,2015CA0025,San Diego,CA,"San Diego, CA","2,015","201,512",59,79,2.35,2,DiscoverBike (was DecoBike in 2016 and 2017),0,,-,0,,-,Docked only,32.715738,-117.161084,,6073,01/2015,Apr-19
POINT (-89.0939952 42.2711311),IL0081,2015IL0081,Rockford,IL,"Rockford, IL","2,015","201,512",,,,,-,0,,-,0,,-,,42.271131,-89.093995,,17201,,
POINT (-73.7562317 42.6525793),NY00156,2015NY00156,Albany,NY,"Albany, NY","2,015","201,512",,,,,-,0,,-,0,,-,,42.652579,-73.756232,,36001,,
POINT (-77.0368707 38.9071923),DC0046,2017DC0046,Washington,DC,"Washington, DC","2,017","201,712",56,506,8.3,4,Capital Bikeshare,5,4,"Jump, LimeBike, MoBike, Ofo, Spin",0,,-,All bikes,38.907192,-77.036871,,11001,09/2010,
POINT (-85.3096801 35.0456297),TN00189,2016TN00189,Chattanooga,TN,"Chattanooga, TN","2,016","201,612",54,37,0.76,1,Bike Chattanooga,0,,-,0,,-,Docked only,35.04563,-85.30968,,47065,07/2012,
POINT (-105.2705456 40.0149856),CO0040,2015CO0040,Boulder,CO,"Boulder, CO","2,015","201,512",11,30,0.89,1,Boulder B-cycle,0,,-,0,,-,Docked only,40.014986,-105.270546,,8013,05/2011,
POINT (-96.63888330000002 32.912624),TX00200,2015TX00200,Garland,TX,"Garland, TX","2,015","201,512",,,,,-,0,,-,0,,-,,32.912624,-96.638883,,48113,,
POINT (-111.651302 35.1982836),AZ004,2019AZ004,Flagstaff,AZ,"Flagstaff, AZ","2,019","201,912",,,,,-,0,,-,0,,-,,35.198284,-111.651302,,4005,,
POINT (-117.409153 33.955049),CA00241,2017CA00241,Riverside,CA,"Riverside, CA","2,017","201,712",,,,,-,0,,-,0,,-,,33.955049,-117.409153,,6065,,
POINT (-76.9275 38.996667),MD00119,2016MD00119,College Park,MD,"College Park, MD","2,016","201,612",97,19,0.39,1,College Park,0,,-,0,,-,Docked only,38.996667,-76.9275,,24033,05/2016,Aug-19
POINT (-122.3320708 47.6062095),WA00225,2018WA00225,Seattle,WA,"Seattle, WA","2,018","201,812",,,,,-,2,2,"Jump, LimeBike",0,,-,Dockless only,47.606209,-122.332071,,53033,,
POINT (-71.066667 42.25),MA00106,2018MA00106,Milton,MA,"Milton, MA","2,018","201,812",,,,,-,1,1,LimeBike,0,,-,Dockless only,42.25,-71.066667,,25021,,
POINT (-122.3255254 37.5629917),CA0028,2015CA0028,San Mateo,CA,"San Mateo, CA","2,015","201,512",,,,,-,0,,-,0,,-,,37.562992,-122.325525,,6081,,
POINT (-71.5522874 42.3459271),MA00103,2019MA00103,Marlborough,MA,"Marlborough, MA","2,019","201,912",132,6,0.09,1,"City of Marlborough, MA",0,,-,0,,-,Docked only,42.345927,-71.552287,,25017,08/2017,Jun-20
POINT (-122.297778 37.886944),CA0011,2015CA0011,Albany,CA,"Albany, CA","2,015","201,512",,,,,-,0,,-,0,,-,,37.886944,-122.297778,,6001,,
POINT (-71.233333 42.283333),MA00107,2015MA00107,Needham,MA,"Needham, MA","2,015","201,512",,,,,-,0,,-,0,,-,,42.283333,-71.233333,,25021,,
POINT (-80.3553302 25.8195424),FL0049,2020FL0049,Doral,FL,"Doral, FL","2,020","202,006",,,,,-,1,1,Spin,0,,-,Dockless only,25.819542,-80.35533,,12086,,
POINT (-84.5555347 42.732535),MI00129,2017MI00129,Lansing,MI,"Lansing, MI","2,017","201,712",,,,,-,0,,-,0,,-,,42.732535,-84.555535,,26065,,
POINT (-89.5889864 40.6936488),IL0080,2016IL0080,Peoria,IL,"Peoria, IL","2,016","201,612",,,,,-,0,,-,0,,-,,40.693649,-89.588986,,17143,,
POINT (-73.7629097 41.03398620000001),NY00162,2015NY00162,White Plains,NY,"White Plains, NY","2,015","201,512",,,,,-,0,,-,0,,-,,41.033986,-73.76291,,36119,,
POINT (-86.2519898 41.6763545),IN0088,2015IN0088,South Bend,IN,"South Bend, IN","2,015","201,512",,,,,-,0,,-,0,,-,,41.676355,-86.25199,,18141,,
POINT (-79.93105120000001 32.7764749),SC00184,2018SC00184,Charleston,SC,"Charleston, SC","2,018","201,812",84,31,0.45,1,Holy Spokes,0,,-,0,,-,Docked only,32.776475,-79.931051,,45019,05/2017,
POINT (-78.47667810000002 38.0293059),VA00216,2016VA00216,Charlottesville,VA,"Charlottesville, VA","2,016","201,612",,,,,-,0,,-,0,,-,,38.029306,-78.476678,,51540,,
POINT (-71.510789 42.761865),NH00238,2015NH00238,Nashua,NH,"Nashua, NH","2,015","201,512",,,,,-,0,,-,0,,-,,42.761865,-71.510789,,33011,,
POINT (-72.611195 42.196147),MA00249,2015MA00249,"Springfield, MA Metropolitan Area",MA,"Springfield, MA Metropolitan Area","2,015","201,512",,,,,-,0,,-,0,,-,,42.196147,-72.611195,,25013,,
POINT (-111.8910474 40.7607793),UT00210,2016UT00210,Salt Lake City,UT,"Salt Lake City, UT","2,016","201,612",15,33,0.68,1,GreenBikes,0,,-,0,,-,Docked only,40.760779,-111.891047,,49035,04/2013,
POINT (-104.8319195 39.7294319),CO0039,2017CO0039,Aurora,CO,"Aurora, CO","2,017","201,712",,,,,-,3,3,"LimeBike, Ofo, Spin",0,,-,Dockless only,39.729432,-104.831919,,8005,,
POINT (-84.1916069 39.7589478),OH00167,2015OH00167,Dayton,OH,"Dayton, OH","2,015","201,512",47,24,0.71,1,Link Dayton B-cycle,0,,-,0,,-,Docked only,39.758948,-84.191607,,39113,05/2015,
POINT (-157.8583333 21.3069444),HI0072,2017HI0072,Honolulu,HI,"Honolulu, HI","2,017","201,712",111,99,1.62,2,Hawaii Bikibike,1,1,LimeBike,0,,-,All bikes,21.306944,-157.858333,,15003,06/2017,
POINT (-85.838038 33.607563),AL00239,2019AL00239,Oxford,AL,"Oxford, AL","2,019","201,912",,,,,-,1,1,Veoride (multi-city: Anniston; Jacksonville; Oxford AL),0,,-,Dockless only,33.607563,-85.838038,,1015,,
POINT (-89.4012302 43.0730517),WI00228,2019WI00228,Madison,WI,"Madison, WI","2,019","201,912",20,44,0.65,1,Madison B-cycle,0,,-,0,,-,Docked only,43.073052,-89.40123,,55025,06/2011,
POINT (-98.2300124 26.2034071),TX00203,2018TX00203,McAllen,TX,"McAllen, TX","2,018","201,812",28,8,0.12,1,McAllen B-cycle,0,,-,0,,-,Docked only,26.203407,-98.230012,,48215,10/2015,
POINT (-71.5522874 42.3459271),MA00103,2020MA00103,Marlborough,MA,"Marlborough, MA","2,020","202,006",,,,,,0,,-,0,,-,,42.345927,-71.552287,,25017,,
POINT (-92.3340724 38.9517053),MO00134,2019MO00134,Columbia,MO,"Columbia, MO","2,019","201,912",,,,,-,0,,-,0,,-,,38.951705,-92.334072,,29019,,
POINT (-83.1140771 40.0992294),OH00168,2020OH00168,Dublin,OH,"Dublin, OH","2,020","202,006",,,,,-,0,,-,0,,-,,40.099229,-83.114077,,39049,,
POINT (-94.16706 36.090154),AR00235,2016AR00235,Fayetteville,AR,"Fayetteville, AR","2,016","201,612",,,,,-,0,,-,0,,-,,36.090154,-94.16706,,5143,,
POINT (-71.0536625 42.40843),MA00101,2019MA00101,Everett,MA,"Everett, MA","2,019","201,912",,,,,-,0,,-,1,1,Lime,E-scooters only,42.40843,-71.053663,,25017,,
POINT (-71.183333 42.370833),MA00113,2018MA00113,Watertown,MA,"Watertown, MA","2,018","201,812",,,,,-,1,1,LimeBike,1,1,Lime,Dockless and e-scooters,42.370833,-71.183333,,25017,,
POINT (-104.8319195 39.7294319),CO0039,2016CO0039,Aurora,CO,"Aurora, CO","2,016","201,612",,,,,-,0,,-,0,,-,,39.729432,-104.831919,,8005,,
POINT (-79.9414266 37.2709704),VA00221,2016VA00221,Roanoke,VA,"Roanoke, VA","2,016","201,612",,,,,-,0,,-,0,,-,,37.27097,-79.941427,,51770,,
POINT (-117.1610838 32.715738),CA0025,2018CA0025,San Diego,CA,"San Diego, CA","2,018","201,812",59,100,1.45,2,DiscoverBike (was DecoBike in 2016 and 2017),2,2,"Jump, Spin",5,4,"Bird, Jump, Lime, Lyft, Razor",All micro,32.715738,-117.161084,,6073,01/2015,Apr-19
POINT (-81.9498042 28.0394654),FL0054,2018FL0054,Lakeland,FL,"Lakeland, FL","2,018","201,812",,,,,-,0,,-,0,,-,,28.039465,-81.949804,,12105,,
POINT (-89.4012302 43.0730517),WI00228,2017WI00228,Madison,WI,"Madison, WI","2,017","201,712",20,44,0.72,1,Madison B-cycle,0,,-,0,,-,Docked only,43.073052,-89.40123,,55025,06/2011,
POINT (-73.7562317 42.6525793),NY00156,2016NY00156,Albany,NY,"Albany, NY","2,016","201,612",,,,,-,0,,-,0,,-,,42.652579,-73.756232,,36001,,
POINT (-92.085256 46.706881),WI00230,2020WI00230,Superior,WI,"Superior, WI","2,020","202,006",,,,,,0,,-,0,,-,,46.706881,-92.085256,,55031,,
POINT (-83.9207392 35.9606384),TN0092,2017TN0092,Knoxville,TN,"Knoxville, TN","2,017","201,712",,,,,-,0,,-,0,,-,,35.960638,-83.920739,,47093,,
POINT (-95.3698028 29.760426700000004),TX00201,2019TX00201,Houston,TX,"Houston, TX","2,019","201,912",17,88,1.31,2,Houston B-cycle,0,,-,0,,-,Docked only,29.760427,-95.369803,,48201,05/2012,
POINT (-94.5785667 39.0997265),MO00137,2019MO00137,Kansas City,MO,"Kansas City, MO","2,019","201,912",18,41,0.61,1,Kansas City B-cycle,0,,-,3,3,"RideKC Scooter, Bird, Spin (Pilot extended for one year, beginning May 1, 2020)",Docked and e-scooters,39.099727,-94.578567,,29095,07/2012,
POINT (-121.8863286 37.3382082),CA0027,2017CA0027,San Jose,CA,"San Jose, CA","2,017","201,712",,,,,-,0,,-,0,,-,,37.338208,-121.886329,,6085,,
POINT (-70.983333 42.375),MA00114,2015MA00114,Winthrop,MA,"Winthrop, MA","2,015","201,512",,,,,-,0,,-,0,,-,,42.375,-70.983333,,25025,,
POINT (-73.8987469 40.9312099),NY00163,2020NY00163,Yonkers,NY,"Yonkers, NY","2,020","202,006",,,,,-,0,,-,0,,-,,40.93121,-73.898747,,36119,,
POINT (-105.08665040000001 39.9205411),CO0041,2017CO0041,Broomfield,CO,"Broomfield, CO","2,017","201,712",93,7,0.11,1,Westminster,0,,-,0,,-,Docked only,39.920541,-105.08665,,8014,06/2016,2018
POINT (-103.2310149 44.08054340000001),SD00188,2015SD00188,Rapid City,SD,"Rapid City, SD","2,015","201,512",30,2,0.06,1,Rapid City B-cycle,0,,-,0,,-,Docked only,44.080543,-103.231015,,46103,07/2014,Nov-19
POINT (-85.763082 33.811789),AL00247,2020AL00247,Jacksonville,AL,"Jacksonville, AL","2,020","202,006",,,,,-,1,1,Veoride (multi-city: Anniston; Jacksonville; Oxford AL),0,,-,Dockless only,33.811789,-85.763082,,1015,,
POINT (-90.305278 38.744167),MO00135,2018MO00135,Ferguson,MO,"Ferguson, MO","2,018","201,812",,,,,-,0,,-,1,1,Lime,E-scooters only,38.744167,-90.305278,,29189,,
POINT (-157.8583333 21.3069444),HI0072,2016HI0072,Honolulu,HI,"Honolulu, HI","2,016","201,612",,,,,-,0,,-,0,,-,,21.306944,-157.858333,,15003,,
POINT (-105.084423 40.5852602),CO0043,2020CO0043,Fort Collins,CO,"Fort Collins, CO","2,020","202,006",,,,,-,0,,-,0,,-,,40.58526,-105.084423,,8069,,
POINT (-71.2356113 42.3764852),MA00112,2020MA00112,Waltham,MA,"Waltham, MA","2,020","202,006",,,,,-,0,,-,0,,-,,42.376485,-71.235611,,25017,,
POINT (-78.47667810000002 38.0293059),VA00216,2015VA00216,Charlottesville,VA,"Charlottesville, VA","2,015","201,512",,,,,-,0,,-,0,,-,,38.029306,-78.476678,,51540,,
POINT (-71.276667 42.490556),MA0096,2016MA0096,Bedford,MA,"Bedford, MA","2,016","201,612",,,,,-,0,,-,0,,-,,42.490556,-71.276667,,25017,,
POINT (-76.9275 38.996667),MD00119,2019MD00119,College Park,MD,"College Park, MD","2,019","201,912",,,,,,1,1,Veoride,1,1,Veoride,Dockless and e-scooters,38.996667,-76.9275,,24033,,
POINT (-82.3940104 34.85261760000001),SC00185,2019SC00185,Greenville,SC,"Greenville, SC","2,019","201,912",,,,,,0,,-,0,,-,,34.852618,-82.39401,,45045,,
POINT (-122.3255254 37.5629917),CA0028,2018CA0028,San Mateo,CA,"San Mateo, CA","2,018","201,812",83,0,0,1,Bay Bikes (became DOCKLESS Lime Bikes in 2018),0,,-,0,,-,,37.562992,-122.325525,,6081,05/2016,2018
POINT (-77.020791 39.002441),MD00122,2018MD00122,Silver Spring,MD,"Silver Spring, MD","2,018","201,812",,,,,-,2,2,"LimeBike, Spin",0,,-,Dockless only,39.002441,-77.020791,,24031,,
POINT (-118.19373950000002 33.7700504),CA0018,2016CA0018,Long Beach,CA,"Long Beach, CA","2,016","201,612",72,59,1.22,2,"Long Beach, CA Bikeshare",0,,-,0,,-,Docked only,33.77005,-118.19374,,6037,03/2016,
POINT (-71.2356113 42.3764852),MA00112,2016MA00112,Waltham,MA,"Waltham, MA","2,016","201,612",,,,,-,0,,-,0,,-,,42.376485,-71.235611,,25017,,
POINT (-106.60555340000002 35.0853336),NM00153,2019NM00153,Albuquerque,NM,"Albuquerque, NM","2,019","201,912",,,,,-,1,1,Pace,1,1,Spin (1 year pilot),Dockless and e-scooters,35.085334,-106.605553,,35001,,
POINT (-96.7898034 46.8771863),ND00144,2016ND00144,Fargo,ND,"Fargo, ND","2,016","201,612",51,11,0.23,1,Great Rides,0,,-,0,,-,Docked only,46.877186,-96.789803,,38017,03/2015,
POINT (-80.295169 25.710278),FL0062,2018FL0062,South Miami,FL,"South Miami, FL","2,018","201,812",,,,,-,0,,-,0,,-,,25.710278,-80.295169,,12086,,
POINT (-86.1180435 39.978371),IN0082,2016IN0082,Carmel,IN,"Carmel, IN","2,016","201,612",64,12,0.25,1,Carmel Bike Share,0,,-,0,,-,Docked only,39.978371,-86.118043,,18057,03/2015,Jun-20
POINT (-80.2683838 25.72149),FL0048,2015FL0048,Coral Gables,FL,"Coral Gables, FL","2,015","201,512",,,,,-,0,,-,0,,-,,25.72149,-80.268384,,12086,,
POINT (-86.80249 33.5206608),AL001,2018AL001,Birmingham,AL,"Birmingham, AL","2,018","201,812",63,37,0.54,1,Zyp BikeShare,0,,-,0,,-,Docked only,33.520661,-86.80249,,1073,10/2015,Dec-19
POINT (-80.0533746 26.7153424),FL0065,2018FL0065,West Palm Beach,FL,"West Palm Beach, FL","2,018","201,812",31,15,0.22,1,Sky Bike WPB,0,,-,0,,-,Docked only,26.715342,-80.053375,,12099,06/2015,Dec-19
POINT (-90.305278 38.744167),MO00135,2020MO00135,Ferguson,MO,"Ferguson, MO","2,020","202,006",,,,,-,0,,-,0,,-,,38.744167,-90.305278,,29189,,
POINT (-106.60555340000002 35.0853336),NM00153,2015NM00153,Albuquerque,NM,"Albuquerque, NM","2,015","201,512",38,15,0.45,1,Bici (became PACE dockless in 2018),0,,-,0,,-,Docked only,35.085334,-106.605553,,35001,05/2015,2018
POINT (-86.954444 38.296944),IN0086,2018IN0086,Huntingburg,IN,"Huntingburg, IN","2,018","201,812",,,,,-,0,,-,0,,-,,38.296944,-86.954444,,18037,,
POINT (-122.0838511 37.3860517),CA0021,2016CA0021,Mountain View,CA,"Mountain View, CA","2,016","201,612",,,,,-,0,,-,0,,-,,37.386052,-122.083851,,6085,,
POINT (-111.8389726 40.5649781),UT00211,2015UT00211,Sandy,UT,"Sandy, UT","2,015","201,512",,,,,-,0,,-,0,,-,,40.564978,-111.838973,,49035,,
POINT (-71.2092214 42.3370413),MA00108,2019MA00108,Newton,MA,"Newton, MA","2,019","201,912",,,,,-,0,,-,1,1,Lime,E-scooters only,42.337041,-71.209221,,25017,,
POINT (-104.8319195 39.7294319),CO0039,2015CO0039,Aurora,CO,"Aurora, CO","2,015","201,512",,,,,-,0,,-,0,,-,,39.729432,-104.831919,,8005,,
POINT (-97.7430608 30.267153),TX00194,2020TX00194,Austin,TX,"Austin, TX","2,020","202,006",53,83,1.25,2,"Austin B-cycle, Domain",1,1,Jump,4,4,"Bird, Lime, Spin, Wheels",All micro,30.267153,-97.743061,"Dock count is sum both both systems. For Domain, count reflects stations as of 07/2019.",48453,12/2013,
POINT (-111.4025 42.190833000000005),ID0074,2015ID0074,Bloomington,ID,"Bloomington, ID","2,015","201,512",,,,,-,0,,-,0,,-,,42.190833,-111.4025,,16007,,
POINT (-93.0899578 44.9537029),MN00133,2018MN00133,St. Paul,MN,"St. Paul, MN","2,018","201,812",,,,,-,0,,-,2,2,"Bird, Lime",E-scooters only,44.953703,-93.089958,,27123,,
POINT (-86.1180435 39.978371),IN0082,2019IN0082,Carmel,IN,"Carmel, IN","2,019","201,912",64,14,0.21,1,Carmel Bike Share,0,,-,0,,-,Docked only,39.978371,-86.118043,,18057,03/2015,Jun-20
POINT (-118.4911912 34.0194543),CA0033,2016CA0033,Santa Monica,CA,"Santa Monica, CA","2,016","201,612",39,90,1.86,2,Breeze,0,,-,0,,-,Docked only,34.019454,-118.491191,,6037,08/2015,
POINT (-111.8638226 40.5246711),UT00207,2018UT00207,Draper,UT,"Draper, UT","2,018","201,812",,,,,-,0,,-,0,,-,,40.524671,-111.863823,,49035,,
POINT (-106.4424559 31.777575700000003),TX00198,2015TX00198,El Paso,TX,"El Paso, TX","2,015","201,512",8,8,0.24,1,El Paso B-cycle,0,,-,0,,-,Docked only,31.777576,-106.442456,,48141,09/2015,
POINT (-110.939162 45.652664),MT00254,2020MT00254,Bozeman,MT,"Bozeman, MT","2,020","202,006",,,,,-,0,,-,1,1,Blink Rides,E-scooters only,45.652664,-110.939162,,30031,,
POINT (-82.4571776 27.950575),FL0064,2015FL0064,Tampa,FL,"Tampa, FL","2,015","201,512",33,30,0.89,1,Coast Bike Share,0,,-,0,,-,Docked only,27.950575,-82.457178,,12057,12/2014,
POINT (-117.09919670000001 32.6781085),CA0022,2015CA0022,National City,CA,"National City, CA","2,015","201,512",,,,,-,0,,-,0,,-,,32.678109,-117.099197,,6073,,
POINT (-85.137865 41.091326),IN00233,2020IN00233,Fort Wayne,IN,"Fort Wayne, IN","2,020","202,006",,,,,-,1,1,Veoride,1,1,Veoride,Dockless and e-scooters,41.091326,-85.137865,,18003,,
POINT (-117.1610838 32.715738),CA0025,2016CA0025,San Diego,CA,"San Diego, CA","2,016","201,612",59,95,1.96,2,DiscoverBike (was DecoBike in 2016 and 2017),0,,-,0,,-,Docked only,32.715738,-117.161084,,6073,01/2015,Apr-19
POINT (-122.363611 37.583333),CA0014,2019CA0014,Burlingame,CA,"Burlingame, CA","2,019","201,912",,,,,-,0,,-,0,,-,,37.583333,-122.363611,,6081,,
POINT (-97.0583681 36.1156071),OK00174,2018OK00174,Stillwater,OK,"Stillwater, OK","2,018","201,812",,,,,-,0,,-,2,2,"Lime, Spin",E-scooters only,36.115607,-97.058368,,40119,,
POINT (-118.399444 34.073056),CA0012,2018CA0012,Beverly Hills,CA,"Beverly Hills, CA","2,018","201,812",81,11,0.16,1,Beverly Hills Bikeshare,0,,-,0,,-,Docked only,34.073056,-118.399444,,6037,05/2016,
POINT (-104.8925 39.548889),CO0044,2016CO0044,Lone Tree,CO,"Lone Tree, CO","2,016","201,612",,,,,-,0,,-,0,,-,,39.548889,-104.8925,,8035,,
POINT (-85.1797142 42.3211522),MI00126,2018MI00126,Battle Creek,MI,"Battle Creek, MI","2,018","201,812",49,3,0.04,1,Battle Creek B-cycle,0,,-,0,,-,Docked only,42.321152,-85.179714,,26025,08/2013,
POINT (-111.8389726 40.5649781),UT00211,2016UT00211,Sandy,UT,"Sandy, UT","2,016","201,612",,,,,-,0,,-,0,,-,,40.564978,-111.838973,,49035,,
POINT (-78.47667810000002 38.0293059),VA00216,2017VA00216,Charlottesville,VA,"Charlottesville, VA","2,017","201,712",,,,,-,0,,-,0,,-,,38.029306,-78.476678,,51540,,
POINT (-88.25102 40.11356),IL00245,2017IL00245,Champaign-Urbana,IL,"Champaign-Urbana, IL","2,017","201,712",,,,,-,0,,-,0,,-,,40.11356,-88.25102,,17019,,
POINT (-76.4921829 38.9784453),MD00116,2017MD00116,Annapolis,MD,"Annapolis, MD","2,017","201,712",,,,,-,0,,-,0,,-,,38.978445,-76.492183,,24003,,
POINT (-71.066163 42.4250964),MA00102,2016MA00102,Malden,MA,"Malden, MA","2,016","201,612",,,,,-,0,,-,0,,-,,42.425096,-71.066163,,25017,,
POINT (-98.4936282 29.4241219),TX00205,2019TX00205,San Antonio,TX,"San Antonio, TX","2,019","201,912",22,64,0.95,1,San Antonio B-cycle,0,,-,1,1,Lime,Docked and e-scooters,29.424122,-98.493628,,48029,03/2011,
POINT (-114.306389 43.515),ID0076,2015ID0076,Hailey,ID,"Hailey, ID","2,015","201,512",35,45,1.34,2,MR Bike Share,0,,-,0,,-,Docked only,43.515,-114.306389,,16013,05/2013,Jun-19
POINT (-83.17631450000002 42.3222599),MI00127,2016MI00127,Dearborn,MI,"Dearborn, MI","2,016","201,612",,,,,-,0,,-,0,,-,,42.32226,-83.176315,,26163,,
POINT (-71.4547891 42.9956397),NH00147,2015NH00147,Manchester,NH,"Manchester, NH","2,015","201,512",,,,,-,0,,-,0,,-,,42.99564,-71.454789,,33011,,
POINT (-97.944866 29.876534000000003),TX00242,2015TX00242,San Marcos,TX,"San Marcos, TX","2,015","201,512",,,,,-,0,,-,0,,-,,29.876534,-97.944866,,48209,,
POINT (-88.25102 40.11356),IL00245,2015IL00245,Champaign-Urbana,IL,"Champaign-Urbana, IL","2,015","201,512",,,,,-,0,,-,0,,-,,40.11356,-88.25102,,17019,,
POINT (-111.9260519 33.4941704),AZ007,2015AZ007,Scottsdale,AZ,"Scottsdale, AZ","2,015","201,512",,,,,-,0,,-,0,,-,,33.49417,-111.926052,,4013,,
POINT (-97.61142370000002 38.8402805),KS0089,2016KS0089,Salina,KS,"Salina, KS","2,016","201,612",,,,,-,0,,-,0,,-,,38.84028,-97.611424,,20169,,
POINT (-97.0583681 36.1156071),OK00174,2015OK00174,Stillwater,OK,"Stillwater, OK","2,015","201,512",,,,,-,0,,-,0,,-,,36.115607,-97.058368,,40119,,
POINT (-75.1652215 39.9525839),PA00181,2018PA00181,Philadelphia,PA,"Philadelphia, PA","2,018","201,812",43,133,1.93,2,Inde'go,0,,-,0,,-,Docked only,39.952584,-75.165222,,42101,04/2015,
POINT (-78.6381787 35.7795897),NC00142,2018NC00142,Raleigh,NC,"Raleigh, NC","2,018","201,812",,,,,-,0,,-,1,1,Lime,E-scooters only,35.77959,-78.638179,,37183,,
POINT (-97.1080656 32.735687),TX00193,2015TX00193,Arlington,TX,"Arlington, TX","2,015","201,512",,,,,-,0,,-,0,,-,,32.735687,-97.108066,,48439,,
POINT (-115.13982960000001 36.1699412),NV00154,2020NV00154,Las Vegas,NV,"Las Vegas, NV","2,020","202,006",78,19,0.29,1,RTC Bikeshare,0,,-,0,,-,Docked only,36.169941,-115.13983,,32003,10/2016,
POINT (-83.55521200000001 41.6639383),OH00171,2020OH00171,Toledo,OH,"Toledo, OH","2,020","202,006",126,17,0.26,1,ToleGo,0,,-,1,1,Lime,Docked and e-scooters,41.663938,-83.555212,,39095,10/2018,
POINT (-70.760556 43.075556000000006),NH00148,2016NH00148,Portsmouth,NH,"Portsmouth, NH","2,016","201,612",,,,,-,0,,-,0,,-,,43.075556,-70.760556,,33015,,
POINT (-77.002222 38.98),MD00123,2017MD00123,Takoma Park,MD,"Takoma Park, MD","2,017","201,712",,,,,-,1,1,Ofo,0,,-,Dockless only,38.98,-77.002222,,24031,,
POINT (-118.542586 34.3916641),CA0031,2016CA0031,Santa Clarita,CA,"Santa Clarita, CA","2,016","201,612",,,,,-,0,,-,0,,-,,34.391664,-118.542586,,6037,,
